学科,分层,期刊全称,ISO缩写,2025 JIF,最佳JIF分区,最佳JCI分区,年发文量,易投指数0-5,出版商分组,版面费参考(须官网核实)
"MEDICINE, RESEARCH & EXPERIMENTAL",2-Q1且IF小于5,CYTOTHERAPY,CYTOTHERAPY,4.5,Q1,Q1,133.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",2-Q1且IF小于5,Disease Models & Mechanisms,DIS MODEL MECH,3.6,Q1,Q2,126.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Molecular Therapy Oncology,MOL THER ONCOL,8.5,Q1,Q2,117.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,mAbs,MABS-AUSTIN,7.9,Q1,Q1,108.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
"MEDICINE, RESEARCH & EXPERIMENTAL",2-Q1且IF小于5,LABORATORY INVESTIGATION,LAB INVEST,4.1,Q1,Q1,108.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",2-Q1且IF小于5,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,EUR J CLIN INVEST,4.1,Q1,Q1,104.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,CANCER GENE THERAPY,CANCER GENE THER,6.4,Q1,Q1,96.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,JOURNAL OF MOLECULAR MEDICINE-JMM,J MOL MED,5.0,Q1,Q2,79.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,INT J MOL MED,8.5,Q1,Q1,75.0,1,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",2-Q1且IF小于5,WOUND REPAIR AND REGENERATION,WOUND REPAIR REGEN,4.3,Q1,Q1,72.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,CLINICAL SCIENCE,CLIN SCI,7.3,Q1,Q1,66.0,1,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",2-Q1且IF小于5,HUMAN GENE THERAPY,HUM GENE THER,4.6,Q1,Q2,62.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,GENE THERAPY,GENE THER,5.9,Q1,Q1,56.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
"MEDICINE, RESEARCH & EXPERIMENTAL",2-Q1且IF小于5,XENOTRANSPLANTATION,XENOTRANSPLANTATION,3.8,Q1,Q2,51.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Translational Research,TRANSL RES,6.1,Q1,Q1,43.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Journal of Zhejiang University-SCIENCE B,J ZHEJIANG UNIV-SC B,5.7,Q1,Q2,42.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,ALTEX-Alternatives to Animal Experimentation,ALTEX-ALTERN ANIM EX,5.5,Q1,Q1,40.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Biomedical Journal,BIOMED J,6.3,Q1,Q1,33.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,AMYLOID,5.1,Q1,Q1,29.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,EPMA Journal,EPMA J,7.0,Q1,Q1,27.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Inflammation and Regeneration,INFLAMM REGEN,7.7,Q1,Q1,18.0,0,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Precision Clinical Medicine,PRECIS CLIN MED,6.4,Q1,Q2,17.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Life Medicine,LIFE MED,7.7,Q1,Q2,15.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,WIRES NANOMED NANOBI,8.6,Q1,Q2,0.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,EXPERT REVIEWS IN MOLECULAR MEDICINE,EXPERT REV MOL MED,6.5,Q1,Q3,0.0,0,Cambridge UP,订阅路线通常无APC；Gold OA因刊而异
"MEDICINE, RESEARCH & EXPERIMENTAL",2补-Q1且IF5到10,WIREs Mechanisms of Disease,WIRES MECH DIS,5.4,Q1,Q2,0.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Biomedicines,BIOMEDICINES,4.5,Q2,Q2,2075.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,EUROPEAN JOURNAL OF MEDICAL RESEARCH,EUR J MED RES,4.8,Q2,Q2,1225.0,5,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Vaccine,VACCINE,3.4,Q2,Q2,1023.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Vaccines,VACCINES-BASEL,3.5,Q2,Q2,959.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,LARYNGOSCOPE,LARYNGOSCOPE,2.0,Q2,Q2,594.0,4,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,J CELL MOL MED,4.7,Q2,Q2,547.0,4,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Orphanet Journal of Rare Diseases,ORPHANET J RARE DIS,3.6,Q2,Q2,538.0,5,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,CLINICAL AND EXPERIMENTAL MEDICINE,CLIN EXP MED,4.5,Q2,Q2,291.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Diseases,DISEASES-BASEL,3.7,Q2,Q2,290.0,4,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,CTS-Clinical and Translational Science,CTS-CLIN TRANSL SCI,4.3,Q2,Q2,286.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Discovery Medicine,DISCOV MED,3.2,Q2,Q3,201.0,3,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Molecular Therapy Methods & Clinical Development,MOL THER METH CLIN D,5.0,Q2,Q1,199.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Iranian Journal of Basic Medical Sciences,IRAN J BASIC MED SCI,3.2,Q2,Q2,174.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Molecular Medicine Reports,MOL MED REP,5.0,Q2,Q2,168.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,4.0,Q2,Q2,149.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Journal of Diabetes Research,J DIABETES RES,3.5,Q2,Q2,141.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,INDIAN JOURNAL OF MEDICAL RESEARCH,INDIAN J MED RES,2.1,Q2,Q2,138.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,KAOHSIUNG J MED SCI,3.1,Q2,Q2,133.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,ARCH PATHOL LAB MED,3.3,Q2,Q1,131.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Animal Models and Experimental Medicine,ANIM MODEL EXP MED,3.3,Q2,Q3,125.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,NEUROMODULATION,NEUROMODULATION,3.7,Q2,Q1,118.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,TOHOKU J EXP MED,1.5,Q2,Q2,108.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,BRAZ J MED BIOL RES,1.9,Q2,Q3,104.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,JOURNAL OF INVESTIGATIVE MEDICINE,J INVEST MED,1.9,Q2,Q2,95.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,ARCHIVES OF MEDICAL RESEARCH,ARCH MED RES,3.6,Q2,Q2,88.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,JOURNAL OF INHERITED METABOLIC DISEASE,J INHERIT METAB DIS,3.8,Q2,Q2,87.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Stem Cell Reviews and Reports,STEM CELL REV REP,4.9,Q2,Q2,85.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,EXPERIMENTAL BIOLOGY AND MEDICINE,EXP BIOL MED,3.8,Q2,Q3,80.0,2,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Journal of Cardiovascular Translational Research,J CARDIOVASC TRANSL,2.6,Q2,Q2,80.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Nanomedicine-Nanotechnology Biology and Medicine,NANOMED-NANOTECHNOL,4.3,Q2,Q2,69.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Interactive Journal of Medical Research,INTERACT J MED RES,3.3,Q2,Q3,67.0,1,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,CELL TRANSPLANTATION,CELL TRANSPLANT,3.7,Q2,Q2,59.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,JOURNAL OF GENE MEDICINE,J GENE MED,3.0,Q2,Q2,48.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,World Journal of Traditional Chinese Medicine,WORLD J TRAD CHINESE,2.6,Q2,Q2,46.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,EXPERIMENTAL HEMATOLOGY,EXP HEMATOL,2.7,Q2,Q3,45.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Journal of Biomedical Research,J BIOMED RES,3.7,Q2,Q3,42.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Biologics-Targets & Therapy,BIOL-TARGETS THER,4.5,Q2,Q2,33.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,EXPERT OPINION ON BIOLOGICAL THERAPY,EXPERT OPIN BIOL TH,4.0,Q2,Q3,29.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Nucleic Acid Therapeutics,NUCLEIC ACID THER,4.5,Q2,Q2,25.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Laboratory Animal Research,LAB ANIM RES,3.1,Q2,Q2,24.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Medical Gas Research,MED GAS RES,4.2,Q2,Q2,23.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Tissue Barriers,TISSUE BARRIERS,3.1,Q2,Q2,22.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Clinical and Translational Discovery,CLIN TRANSL DISCOV,3.1,Q2,Q4,21.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Innate Immunity,INNATE IMMUN-LONDON,3.5,Q2,Q2,17.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,Cold Spring Harbor Perspectives in Medicine,CSH PERSPECT MED,4.9,Q2,Q1,11.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",3-Q2,PPAR Research,PPAR RES,3.3,Q2,Q2,4.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,American Journal of Translational Research,AM J TRANSL RES,1.8,Q3,Q3,800.0,4,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Trials,TRIALS,2.1,Q3,Q3,624.0,5,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,J INT MED RES,1.8,Q3,Q4,506.0,4,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,STATISTICS IN MEDICINE,STAT MED,2.1,Q3,Q2,360.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,J PAK MED ASSOC,0.8,Q3,Q3,349.0,3,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,IN VIVO,IN VIVO,1.8,Q3,Q3,347.0,3,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,MEDICAL SCIENCE MONITOR,MED SCI MONITOR,2.5,Q3,Q3,340.0,3,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Contemporary Clinical Trials,CONTEMP CLIN TRIALS,1.9,Q3,Q3,287.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Journal of Clinical and Translational Science,J CLIN TRANSL SCI,2.7,Q3,Q3,230.0,3,Cambridge UP,订阅路线通常无APC；Gold OA因刊而异
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Experimental and Therapeutic Medicine,EXP THER MED,2.2,Q3,Q3,170.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Pilot and Feasibility Studies,PILOT FEASIBILITY ST,2.1,Q3,Q3,166.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Clinical Teacher,CLIN TEACH,1.7,Q3,Q4,166.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Biomolecules and Biomedicine,BIOMOL BIOMED,2.8,Q3,Q3,163.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Biomedical Reports,BIOMED REP,2.5,Q3,Q3,153.0,2,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Biomed Research International,BIOMED RES INT,2.9,Q3,Q2,128.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Future Science OA,FUTUR SCI OA,2.5,Q3,Q3,128.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Vaccine: X,VACCINE-X,2.5,Q3,Q3,124.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Current Medical Science,CURR MED SCI,2.0,Q3,Q3,109.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Biomarkers in Medicine,BIOMARK MED,2.1,Q3,Q3,107.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Advances in Clinical and Experimental Medicine,ADV CLIN EXP MED,2.5,Q3,Q3,82.0,1,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,CURRENT MOLECULAR MEDICINE,CURR MOL MED,2.8,Q3,Q3,79.0,1,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,CANCER BIOTHER RADIO,1.7,Q3,Q3,70.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,JOURNAL OF BONE AND MINERAL METABOLISM,J BONE MINER METAB,2.9,Q3,Q3,61.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Clinical Trials,CLIN TRIALS,2.4,Q3,Q3,53.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,European Journal of Translational Myology,EUR J TRANSL MYOL,2.0,Q3,Q3,48.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,MELANOMA RESEARCH,MELANOMA RES,1.8,Q3,Q3,47.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Lymphatic Research and Biology,LYMPHAT RES BIOL,1.7,Q3,Q3,41.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,JOURNAL OF IMMUNOTHERAPY,J IMMUNOTHER,2.9,Q3,Q2,39.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Advances in Medical Sciences,ADV MED SCI-POLAND,2.5,Q3,Q3,39.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,STEM CELLS AND DEVELOPMENT,STEM CELLS DEV,1.9,Q3,Q2,38.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,CURR THER RES CLIN E,3.0,Q3,Q2,37.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,IRANIAN BIOMEDICAL JOURNAL,IRAN BIOMED J,1.9,Q3,Q4,31.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Current Research in Translational Medicine,CURR RES TRANSL MED,3.0,Q3,Q2,30.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,International Journal of Molecular and Cellular Medicine,INT J MOL CELL MED,1.8,Q3,Q4,29.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Biomarker Insights,BIOMARK INSIGHTS,1.9,Q3,Q3,22.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Experimental Neurobiology,EXP NEUROBIOL,2.4,Q3,Q3,21.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Journal of Medical Science,J MED SCI-POLAND,1.0,Q3,Q3,20.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Journal of Applied Biomedicine,J APPL BIOMED,1.9,Q3,Q3,18.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,ATLA-ALTERNATIVES TO LABORATORY ANIMALS,ATLA-ALTERN LAB ANIM,3.0,Q3,Q2,16.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Research and Reports in Tropical Medicine,RES REP TROP MED,2.7,Q3,Q3,9.0,0,其他,请查期刊官网 Author / Open Access 页面
"MEDICINE, RESEARCH & EXPERIMENTAL",4-Q3,Redox Experimental Medicine,REDOX EXP MED,2.4,Q3,Q4,4.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,1-Q1且IF大于10,Gut Microbes,GUT MICROBES,15.3,Q1,Q1,312.0,3,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
MICROBIOLOGY,1-Q1且IF大于10,Microbiome,MICROBIOME,14.9,Q1,Q1,277.0,4,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,1-Q1且IF大于10,ISME Journal,ISME J,10.2,Q1,Q1,274.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,1-Q1且IF大于10,npj Biofilms and Microbiomes,NPJ BIOFILMS MICROBI,11.4,Q1,Q1,225.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MICROBIOLOGY,1-Q1且IF大于10,Nature Microbiology,NAT MICROBIOL,18.7,Q1,Q1,220.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MICROBIOLOGY,1-Q1且IF大于10,Cell Host & Microbe,CELL HOST MICROBE,23.2,Q1,Q1,114.0,2,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,1-Q1且IF大于10,Lancet Microbe,LANCET MICROBE,21.9,Q1,Q1,95.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,1-Q1且IF大于10,iMeta,IMETA,44.4,Q1,Q1,56.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,1-Q1且IF大于10,npj Antimicrobials and Resistance,NPJ ANTIMICROB RESIS,13.6,Q1,Q1,55.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MICROBIOLOGY,1-Q1且IF大于10,NATURE REVIEWS MICROBIOLOGY,NAT REV MICROBIOL,104.6,Q1,Q1,0.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MICROBIOLOGY,1-Q1且IF大于10,CLINICAL MICROBIOLOGY REVIEWS,CLIN MICROBIOL REV,20.7,Q1,Q1,0.0,0,其他,请查期刊官网 Author / Open Access 页面
