序号,分层,易投指数0-5,期刊全称,ISO缩写,ISSN,eISSN,2025 JIF,5年JIF,最佳JIF分区,JIF排名(主表),最佳JCI分区,主表JCI分区,JCI,最高JIF百分位,年发文量,总被引,医学相关学科,学科及分区明细,出版商,出版商分组,是否SCIE,Web of Science版本,常见OA模式,版面费参考(须官网核实),OA付费可能性,版面费查询入口,AIM作者须知检索
2935,3-Q2,1,JOURNAL OF CLINICAL APHERESIS,J CLIN APHERESIS,0733-2459,1098-1101,2.8,1.9,Q2,42/103,Q2,Q2,0.59,59.7,63.0,1547.0,HEMATOLOGY,HEMATOLOGY(JIF Q2/JCI Q2),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=JOURNAL+OF+CLINICAL+APHERESIS+aims+scope+instructions+for+authors+APC
2936,3-Q2,1,Diagnostic and Interventional Radiology,DIAGN INTERV RADIOL,1305-3612,1305-3612,2.7,2.2,Q2,88/217,Q2,Q2,0.68,59.7,63.0,2501.0,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q2/JCI Q2)",TURKISH SOC RADIOLOGY,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Diagnostic+and+Interventional+Radiology+aims+scope+instructions+for+authors+APC
2937,3-Q2,1,SINGAPORE MEDICAL JOURNAL,SINGAP MED J,0037-5675,2737-5935,2.7,2.7,Q2,85/336,Q2,Q2,0.62,74.9,63.0,4404.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2)",WOLTERS KLUWER MEDKNOW PUBLICATIONS,Wolters Kluwer/LWW,是,SCIE,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=SINGAPORE+MEDICAL+JOURNAL+aims+scope+instructions+for+authors+APC
2938,3-Q2,1,Nursing Research and Practice,NURS RES PRACT,2090-1429,2090-1437,2.5,3.6,Q2,49/194,Q1,Q1,1.11,75.0,63.0,911.0,NURSING,NURSING(JIF Q2/JCI Q1),WILEY,Wiley,否,ESCI,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=Nursing+Research+and+Practice+aims+scope+instructions+for+authors+APC
2939,3-Q2,1,BMJ Leader,BMJ LEAD,,2398-631X,2.4,2.4,Q2,97/194,Q4,Q4,0.39,50.3,63.0,718.0,HEALTH CARE SCIENCES & SERVICES,HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q4),BMJ PUBLISHING GROUP,BMJ,否,ESCI,混合/全OA,"BMJ Open约GBP 2,175；旗舰刊更高",高,https://authors.bmj.com/open-access/,https://www.google.com/search?q=BMJ+Leader+aims+scope+instructions+for+authors+APC
2940,3-Q2,1,BIRTH-ISSUES IN PERINATAL CARE,BIRTH-ISS PERINAT C,0730-7659,1523-536X,2.3,3.2,Q2,55/190,Q1,Q1,1.05,71.3,63.0,3311.0,NURSING; OBSTETRICS & GYNECOLOGY; PEDIATRICS,NURSING(JIF Q2/JCI Q1) | OBSTETRICS & GYNECOLOGY(JIF Q2/JCI Q1) | PEDIATRICS(JIF Q2/JCI Q1),WILEY,Wiley,是,"SCIE, SSCI; SCIE",混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=BIRTH-ISSUES+IN+PERINATAL+CARE+aims+scope+instructions+for+authors+APC
2941,3-Q2,1,Obesity Facts,OBESITY FACTS,1662-4025,1662-4033,4.1,5.1,Q2,36/114,Q1,Q1,2.03,68.9,62.0,3878.0,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS,ENDOCRINOLOGY & METABOLISM(JIF Q2/JCI Q1) | NUTRITION & DIETETICS(JIF Q2/JCI Q1),KARGER,Karger,是,SCIE,混合/OA,"因刊而异，常见 USD 2,500-3,800",中,https://karger.com/pages/Open-Access,https://www.google.com/search?q=Obesity+Facts+aims+scope+instructions+for+authors+APC
2942,3-Q2,1,ImmunoTargets and Therapy,IMMUNOTARGETS THER,,2253-1556,4.1,6.3,Q2,70/183,Q3,Q3,0.65,62.0,62.0,1277.0,IMMUNOLOGY,IMMUNOLOGY(JIF Q2/JCI Q3),DOVE MEDICAL PRESS LTD,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=ImmunoTargets+and+Therapy+aims+scope+instructions+for+authors+APC
2943,3-Q2,1,Network Neuroscience,NETW NEUROSCI,2472-1751,2472-1751,3.4,4.2,Q2,144/330,Q2,Q2,0.86,56.5,62.0,1807.0,NEUROSCIENCES,NEUROSCIENCES(JIF Q2/JCI Q2),MIT PRESS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Network+Neuroscience+aims+scope+instructions+for+authors+APC
2944,3-Q2,1,HUMAN GENETICS,HUM GENET,0340-6717,1432-1203,3.4,4.6,Q2,67/192,Q2,Q2,0.83,65.4,62.0,8986.0,GENETICS & HEREDITY,GENETICS & HEREDITY(JIF Q2/JCI Q2),SPRINGER,Springer,是,SCIE,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=HUMAN+GENETICS+aims+scope+instructions+for+authors+APC
2945,3-Q2,1,Korean Circulation Journal,KOREAN CIRC J,1738-5520,1738-5555,3.4,3.0,Q2,74/237,Q2,Q2,0.76,69.0,62.0,2098.0,CARDIAC & CARDIOVASCULAR SYSTEMS,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q2/JCI Q2),KOREAN SOC CARDIOLOGY,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Korean+Circulation+Journal+aims+scope+instructions+for+authors+APC
2946,3-Q2,1,Structural Heart-The Journal of the Heart Team,STRUCT HEART,2474-8706,2474-8714,3.4,2.6,Q2,74/237,Q2,Q2,0.6,69.0,62.0,774.0,CARDIAC & CARDIOVASCULAR SYSTEMS,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q2/JCI Q2),ELSEVIER SCIENCE INC,Elsevier,否,ESCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Structural+Heart-The+Journal+of+the+Heart+Team+aims+scope+instructions+for+authors+APC
2947,3-Q2,1,Epigenomics,EPIGENOMICS-UK,1750-1911,1750-192X,3.1,2.9,Q2,74/192,Q3,Q3,0.6,61.7,62.0,3705.0,GENETICS & HEREDITY,GENETICS & HEREDITY(JIF Q2/JCI Q3),TAYLOR & FRANCIS LTD,Taylor & Francis,是,SCIE,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=Epigenomics+aims+scope+instructions+for+authors+APC
2948,3-Q2,1,Environmental Research: Health,ENVIRON RES-HEALTH,,2752-5309,3.0,,Q2,133/443,Q2,Q2,0.86,70.1,62.0,301.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q2)",IOP Publishing Ltd,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Environmental+Research:+Health+aims+scope+instructions+for+authors+APC
2949,3-Q2,1,Health & Justice,HEAL JUSTICE,,2194-7899,2.8,3.7,Q2,9/113,Q1,Q1,1.3,66.5,62.0,1083.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q1)",SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Health+&+Justice+aims+scope+instructions+for+authors+APC
2950,3-Q2,1,Chinese Journal of Traumatology,CHIN J TRAUMATOL,1008-1275,1008-1275,2.5,2.5,Q2,47/147,Q2,Q2,0.84,68.4,62.0,1801.0,ORTHOPEDICS,ORTHOPEDICS(JIF Q2/JCI Q2),ELSEVIER INC,Elsevier,否,ESCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Chinese+Journal+of+Traumatology+aims+scope+instructions+for+authors+APC
2951,3-Q2,1,JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,J OCUL PHARMACOL TH,1080-7683,1557-7732,2.2,2.6,Q2,43/98,Q2,Q2,0.67,56.6,62.0,2948.0,OPHTHALMOLOGY; PHARMACOLOGY & PHARMACY,OPHTHALMOLOGY(JIF Q2/JCI Q3) | PHARMACOLOGY & PHARMACY(JIF Q3/JCI Q2),SAGE PUBLICATIONS INC,SAGE,是,SCIE,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=JOURNAL+OF+OCULAR+PHARMACOLOGY+AND+THERAPEUTICS+aims+scope+instructions+for+authors+APC
2952,3-Q2,1,Australian Journal of General Practice,AUST J GEN PRACT,2208-794X,2208-7958,2.0,2.2,Q2,113/336,Q1,Q1,0.9,66.5,62.0,1832.0,"MEDICINE, GENERAL & INTERNAL; PRIMARY HEALTH CARE","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q1) | PRIMARY HEALTH CARE(JIF Q2/JCI Q3)",ROYAL AUSTRALIAN COLLEGE GENERAL PRACTITIONERS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Australian+Journal+of+General+Practice+aims+scope+instructions+for+authors+APC
2953,3-Q2,1,PEDIATRIC DIABETES,PEDIATR DIABETES,1399-543X,1399-5448,1.9,3.8,Q2,85/190,Q1,Q1,1.49,55.5,62.0,5224.0,ENDOCRINOLOGY & METABOLISM; PEDIATRICS,ENDOCRINOLOGY & METABOLISM(JIF Q4/JCI Q1) | PEDIATRICS(JIF Q2/JCI Q1),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=PEDIATRIC+DIABETES+aims+scope+instructions+for+authors+APC
2954,3-Q2,1,Egyptian Journal of Forensic Sciences,EGYPT J FORENSIC SCI,2090-536X,2090-5939,1.9,2.0,Q2,10/24,Q3,Q3,0.7,60.4,62.0,901.0,"MEDICINE, LEGAL","MEDICINE, LEGAL(JIF Q2/JCI Q3)",INT ASSOC LAW & FORENSIC SCIENCES,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Egyptian+Journal+of+Forensic+Sciences+aims+scope+instructions+for+authors+APC
2955,3-Q2,1,Journal of Korean Neurosurgical Society,J KOREAN NEUROSURG S,2005-3711,1598-7876,1.9,1.7,Q2,145/321,Q3,Q3,0.62,55.0,62.0,2860.0,CLINICAL NEUROLOGY; SURGERY,CLINICAL NEUROLOGY(JIF Q3/JCI Q3) | SURGERY(JIF Q2/JCI Q3),KOREAN NEUROSURGICAL SOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Journal+of+Korean+Neurosurgical+Society+aims+scope+instructions+for+authors+APC
2956,3-Q2,1,BMJ Military Health,BMJ MILITARY HEALTH,2633-3767,2633-3775,1.7,1.8,Q2,135/336,Q2,Q2,0.52,60.0,62.0,1024.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2)",BMJ PUBLISHING GROUP,BMJ,是,SCIE,混合/全OA,"BMJ Open约GBP 2,175；旗舰刊更高",高,https://authors.bmj.com/open-access/,https://www.google.com/search?q=BMJ+Military+Health+aims+scope+instructions+for+authors+APC
2957,3-Q2,1,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,CLIN EXP IMMUNOL,0009-9104,1365-2249,3.9,4.2,Q2,78/183,Q2,Q2,0.68,57.7,61.0,12550.0,IMMUNOLOGY,IMMUNOLOGY(JIF Q2/JCI Q2),OXFORD UNIV PRESS,Oxford UP,是,SCIE,混合为主,订阅路线通常无APC；可选OA，费用因刊而异,中,https://academic.oup.com/pages/open-research/open-access,https://www.google.com/search?q=CLINICAL+AND+EXPERIMENTAL+IMMUNOLOGY+aims+scope+instructions+for+authors+APC
2958,3-Q2,1,CARCINOGENESIS,CARCINOGENESIS,0143-3334,1460-2180,3.8,3.8,Q2,125/333,Q2,Q2,0.75,62.6,61.0,13877.0,ONCOLOGY,ONCOLOGY(JIF Q2/JCI Q2),OXFORD UNIV PRESS,Oxford UP,是,SCIE,混合为主,订阅路线通常无APC；可选OA，费用因刊而异,中,https://academic.oup.com/pages/open-research/open-access,https://www.google.com/search?q=CARCINOGENESIS+aims+scope+instructions+for+authors+APC
2959,3-Q2,1,ADDICTION RESEARCH & THEORY,ADDICT RES THEORY,1606-6359,1476-7392,2.9,3.0,Q2,13/72,Q2,Q2,0.84,73.0,61.0,2316.0,SUBSTANCE ABUSE,SUBSTANCE ABUSE(JIF Q2/JCI Q2),TAYLOR & FRANCIS LTD,Taylor & Francis,否,SSCI,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=ADDICTION+RESEARCH+&+THEORY+aims+scope+instructions+for+authors+APC
2960,3-Q2,1,Tuberculosis,TUBERCULOSIS,1472-9792,1873-281X,2.9,2.8,Q2,46/107,Q3,Q3,0.52,57.5,61.0,3797.0,IMMUNOLOGY; MICROBIOLOGY; RESPIRATORY SYSTEM,IMMUNOLOGY(JIF Q3/JCI Q3) | MICROBIOLOGY(JIF Q3/JCI Q3) | RESPIRATORY SYSTEM(JIF Q2/JCI Q3),CHURCHILL LIVINGSTONE,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Tuberculosis+aims+scope+instructions+for+authors+APC
2961,3-Q2,1,REVISTA DE SAUDE PUBLICA,REV SAUDE PUBL,0034-8910,1518-8787,2.4,2.9,Q2,193/443,Q2,Q2,0.67,56.5,61.0,5031.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q2)",REVISTA DE SAUDE PUBLICA,其他,是,"SCIE, SSCI",需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=REVISTA+DE+SAUDE+PUBLICA+aims+scope+instructions+for+authors+APC
2962,3-Q2,1,RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,0301-634X,1432-2099,2.4,2.0,Q2,39/106,Q2,Q2,0.54,63.7,61.0,1734.0,"BIOLOGY; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","BIOLOGY(JIF Q2/JCI Q2) | RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q2/JCI Q3)",SPRINGER,Springer,是,SCIE,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=RADIATION+AND+ENVIRONMENTAL+BIOPHYSICS+aims+scope+instructions+for+authors+APC
2963,3-Q2,1,Journal of Lower Genital Tract Disease,J LOW GENIT TRACT DI,1089-2591,1526-0976,2.3,3.4,Q2,60/143,Q2,Q2,0.96,58.4,61.0,2228.0,OBSTETRICS & GYNECOLOGY,OBSTETRICS & GYNECOLOGY(JIF Q2/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,SCIE,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=Journal+of+Lower+Genital+Tract+Disease+aims+scope+instructions+for+authors+APC
2964,3-Q2,1,Radiology and Oncology,RADIOL ONCOL,1318-2099,1581-3207,2.3,2.5,Q2,107/217,Q3,Q3,0.52,50.9,61.0,1612.0,"ONCOLOGY; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ONCOLOGY(JIF Q3/JCI Q3) | RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q2/JCI Q3)",Paradigm Publishing Services-De Gruyter Brill Sp Zoo,De Gruyter,是,SCIE,混合/OA,因刊而异,中,https://www.degruyter.com/publishing/publications/openaccess,https://www.google.com/search?q=Radiology+and+Oncology+aims+scope+instructions+for+authors+APC
2965,3-Q2,1,Journal of Rational-Emotive and Cognitive-Behavior Therapy,J RATION-EMOT COGN-B,0894-9085,1573-6563,2.1,2.1,Q2,88/184,Q3,Q3,0.72,52.4,61.0,1163.0,"PSYCHOLOGY, CLINICAL","PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q3)",SPRINGER,Springer,否,SSCI,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=Journal+of+Rational-Emotive+and+Cognitive-Behavior+Therapy+aims+scope+instructions+for+authors+APC
2966,3-Q2,1,ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND,ANN ROY COLL SURG,0035-8843,1478-7083,2.0,1.9,Q2,137/321,Q2,Q2,0.76,57.5,61.0,4893.0,SURGERY,SURGERY(JIF Q2/JCI Q2),ROYAL COLL SURGEONS ENGLAND,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=ANNALS+OF+THE+ROYAL+COLLEGE+OF+SURGEONS+OF+ENGLAND+aims+scope+instructions+for+authors+APC
2967,3-Q2,1,Journal of Traditional and Complementary Medicine,J TRADIT COMPL MED,2225-4110,2225-4110,3.9,3.7,Q2,13/48,Q1,Q1,0.96,74.0,60.0,2877.0,INTEGRATIVE & COMPLEMENTARY MEDICINE,INTEGRATIVE & COMPLEMENTARY MEDICINE(JIF Q2/JCI Q1),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Journal+of+Traditional+and+Complementary+Medicine+aims+scope+instructions+for+authors+APC
2968,3-Q2,1,PEPTIDES,PEPTIDES,0196-9781,1873-5169,3.5,3.4,Q2,134/356,Q2,Q2,0.78,62.5,60.0,9353.0,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM; PHARMACOLOGY & PHARMACY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q2) | ENDOCRINOLOGY & METABOLISM(JIF Q2/JCI Q2) | PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q2),ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=PEPTIDES+aims+scope+instructions+for+authors+APC
2969,3-Q2,1,CLINICAL JOURNAL OF PAIN,CLIN J PAIN,0749-8047,1536-5409,3.2,3.4,Q2,21/72,Q2,Q2,0.95,71.5,60.0,7813.0,ANESTHESIOLOGY; CLINICAL NEUROLOGY,ANESTHESIOLOGY(JIF Q2/JCI Q2) | CLINICAL NEUROLOGY(JIF Q2/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,SCIE,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=CLINICAL+JOURNAL+OF+PAIN+aims+scope+instructions+for+authors+APC
2970,3-Q2,1,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,APPL PSYCHOPHYS BIOF,1090-0586,1573-3270,3.0,3.6,Q2,48/184,Q2,Q2,0.85,74.2,60.0,2042.0,"PSYCHOLOGY, CLINICAL","PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q2)",SPRINGER/PLENUM PUBLISHERS,Springer,否,SSCI,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=APPLIED+PSYCHOPHYSIOLOGY+AND+BIOFEEDBACK+aims+scope+instructions+for+authors+APC
2971,3-Q2,1,Journal of Cardiovascular Medicine,J CARDIOVASC MED,1558-2027,1558-2035,2.6,1.8,Q2,106/237,Q2,Q2,0.56,55.5,60.0,2270.0,CARDIAC & CARDIOVASCULAR SYSTEMS,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q2/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,SCIE,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=Journal+of+Cardiovascular+Medicine+aims+scope+instructions+for+authors+APC
2972,3-Q2,1,TEACHING AND LEARNING IN MEDICINE,TEACH LEARN MED,1040-1334,1532-8015,2.4,2.8,Q2,29/89,Q2,Q2,0.81,50.3,60.0,2331.0,HEALTH CARE SCIENCES & SERVICES,HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q2),"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Taylor & Francis,是,SCIE,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=TEACHING+AND+LEARNING+IN+MEDICINE+aims+scope+instructions+for+authors+APC
2973,3-Q2,1,Annali di Igiene Medicina Preventiva e di Comunita,ANN IG MED PREV COMU,1120-9135,1120-9135,2.4,1.9,Q2,97/194,Q2,Q2,0.76,50.3,60.0,878.0,HEALTH CARE SCIENCES & SERVICES,HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q2),MATTIOLI 1885,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Annali+di+Igiene+Medicina+Preventiva+e+di+Comunita+aims+scope+instructions+for+authors+APC
2974,3-Q2,1,JOURNAL OF SEX & MARITAL THERAPY,J SEX MARITAL THER,0092-623X,1521-0715,2.2,2.8,Q2,14/66,Q2,Q2,1.0,55.2,60.0,3454.0,"PSYCHOLOGY, CLINICAL","PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q2)","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Taylor & Francis,否,SSCI,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=JOURNAL+OF+SEX+&+MARITAL+THERAPY+aims+scope+instructions+for+authors+APC
2975,3-Q2,1,Journal of Research in Nursing,J RES NURS,1744-9871,1744-988X,2.1,7.9,Q2,78/194,Q2,Q2,0.81,60.1,60.0,3055.0,NURSING,NURSING(JIF Q2/JCI Q2),SAGE PUBLICATIONS LTD,SAGE,否,ESCI,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=Journal+of+Research+in+Nursing+aims+scope+instructions+for+authors+APC
2976,3-Q2,1,Facial Plastic Surgery & Aesthetic Medicine,FACIAL PLAST SURG AE,2689-3614,2689-3622,1.8,2.0,Q2,157/321,Q2,Q2,0.77,51.2,60.0,1017.0,SURGERY,SURGERY(JIF Q2/JCI Q2),SAGE PUBLICATIONS INC,SAGE,是,SCIE,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=Facial+Plastic+Surgery+&+Aesthetic+Medicine+aims+scope+instructions+for+authors+APC
2977,3-Q2,1,Atencion Primaria,ATEN PRIM,0212-6567,1578-1275,1.6,1.7,Q2,139/336,Q2,Q2,0.62,58.8,60.0,1685.0,"MEDICINE, GENERAL & INTERNAL; PRIMARY HEALTH CARE","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2) | PRIMARY HEALTH CARE(JIF Q3/JCI Q4)",ELSEVIER ESPANA SLU,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Atencion+Primaria+aims+scope+instructions+for+authors+APC
2978,3-Q2,1,Gaceta Medica de Mexico,GAC MED MEX,0016-3813,0016-3813,1.3,1.0,Q2,160/336,Q3,Q3,0.23,52.5,60.0,849.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q3)",ACAD NACIONAL MEDICINA MEXICO,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Gaceta+Medica+de+Mexico+aims+scope+instructions+for+authors+APC
2979,3-Q2,1,NEUROMOLECULAR MEDICINE,NEUROMOL MED,1535-1084,1559-1174,3.8,3.7,Q2,118/330,Q2,Q2,0.83,64.4,59.0,2587.0,NEUROSCIENCES,NEUROSCIENCES(JIF Q2/JCI Q2),HUMANA PRESS INC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=NEUROMOLECULAR+MEDICINE+aims+scope+instructions+for+authors+APC
2980,3-Q2,1,CELL TRANSPLANTATION,CELL TRANSPLANT,0963-6897,1555-3892,3.7,3.3,Q2,9/30,Q2,Q2,0.84,71.7,59.0,6543.0,"CELL & TISSUE ENGINEERING; MEDICINE, RESEARCH & EXPERIMENTAL; TRANSPLANTATION","CELL & TISSUE ENGINEERING(JIF Q3/JCI Q2) | MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q2/JCI Q2) | TRANSPLANTATION(JIF Q2/JCI Q2)",SAGE PUBLICATIONS INC,SAGE,是,SCIE,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=CELL+TRANSPLANTATION+aims+scope+instructions+for+authors+APC
2981,3-Q2,1,Advances in Simulation,ADV SIMUL,,2059-0628,3.6,,Q2,53/194,Q1,Q1,1.27,72.9,59.0,1246.0,HEALTH CARE SCIENCES & SERVICES,HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q1),SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Advances+in+Simulation+aims+scope+instructions+for+authors+APC
